text,id,like_counts
最讽刺的不是一边限制民用电，另一边各大城市为了创文创卫搞什么城市夜间亮化工程？现在哪个城市夜间不是灯火通明，那简直就是一道亮丽的风景线啊！以前教育孩子节约用水，现在满大街不管刮风下雨洒水车日夜不停！不讽刺吗？,4685962448209865,7
看完觉得，东北是不是第一次限电啊？广东限电好像好多年了，每年次，尤其爱在夏天限电，一停一天那种,4685957250418783,2
也就中国的电网是国企啊，要不然早就停电了，还用等到现在？！,4685930735338119,3
你眼睛怎么了？,4685925429543501,3
限民用电也不是不接受，好歹通知一下可以吗？还特嚣张让物业给告示。日后就是无计划不定时停电，做好准备，困电梯不要慌乱，物业来救你！这是什么？脑子坏了吗？？,4686059562337548,1
应该是东北那边发现了迪迦奥特曼，正在集中电力对其进行研究喝控制。其实民间早有侧面消息做了验证，并给出精确的位子我迪迦在东北，松花江上啊,4686029925124785,1
这个博主可真是个怪物,4686019482616720,1
别胡说八道了,4686019306198806,2
这是牛眼还是马眼,4685996681594404,1
原因是天朝退出了国外煤矿开发！永久退出！支持环保！消息一宣布停电就开始了！,4685966428341441,1
不理解为啥这么整。我一个孕妇，每天上班爬到九楼，上来就不敢下去。食堂在二楼，我连饭也不敢下去吃！家住32楼，如果家里也停电，那彻底没活路了。我泱泱中国大国，居然这么整是否下面的人曲解了中央的大智慧,4685965732088362,1
我已经能想到的新闻是什么样得了,4685962926359082,1
中国牛逼,4685820188955266,1
步子迈大了，容易扯到蛋,4685807018839258,2
没有定价权让美国白皮猪收割我们的韭菜,4691021546129792,0
明白了,4690948014998184,0
评论,4690905195610503,0
我们12号停电，从早530停到晚630？？！！,4690449367304878,0
海外订单再多有什么用！吃力不讨好不说，还赚不到钱，总账算下来甚至可能亏本，还要以牺牲环境作为代价！！！！,4688910359203334,0
电费要涨价的前奏！工厂都在高速运转，这波疫情是我国实体经济复苏的契机，限电有利有弊吧,4687089566222729,0
不是大棋了？,4687074491634794,0
没事儿，没事儿,4686792625754161,0
现在完犊子了说真话的博主要死了,4686698447375297,0
喜欢钱的可以给它们多印刷点，有些人喜欢被埋在一堆臭钱里死也要死在臭纸堆里。,4686696178516021,0
瞎的,4686490543851003,0
我觉得还有一个最重要的因素国家在限制电煤的进口，控制电煤价格，对袋鼠持续打击！从而火电减少了，总发电量也减少了。,4686376958431329,0
大局分析不错！,4686374622203264,0
瞎扯淡,4686102847817027,0
鹅鹅鹅鹅鹅,4686090725754613,0
眼睛为什么这样？是有甲亢吗？,4686084481482858,0
你又懂了,4686065494131370,0
攻击相貌的都是蛆,4686047751706171,0
真能编说了这么多前提就是不说限民电,4686042228332360,0
仔细想想还没有体验过超过24小时不用电的时候，那么好像可以知道哪些是不必要的行为比如手机，真的等上两天没有电我想80的手机都会关机吧，那么没有手机又有多少影响呢,4686041296673302,0
没有涉及到你的利益的时候大家都在说着理解，一但涉及到你们自己的利益了，万一全国都开始限电了，我看还有几个拍手叫好的,4686041208331342,0
可是为什么只有东北呢？,4686040885889001,0
谁也别黑谁限电影响谁收入了谁都闹心我就不信影响到你工资几个月你不急眼咋那么多说话不腰疼的呢你月薪一万连续几个月给你开2000你不难受,4686039056648197,0
您说的我都懂那三省因为限电停产工人的损失谁来买单相比基础工资2000大洋我更希望自己不休息拿6000大洋,4686037862057584,0
那还不是因为美国乱印钱,4686037559547087,0
胡扯！还不是煤价高企，别的新能源供应不上，产生了用电缺口,4686034581066508,0
为什么限电东北，而不是限电南方呢,4686034225336881,0
居民用电用水也是高能蚝？,4686029657736128,0
大国崛起的基本是百姓安居乐业，如果为了所谓的崛起可以牺牲百姓的一部分快乐或者利益，让人民为了所谓的国家利益让步，实在是本末倒置了,4686029233063049,0
东北政府懒政怠政不早就是举国皆知的事情了吗？买官的事情都层出不穷指望这个地方能出什么好事呢。,4686029182995309,0
听君一席话犹如听君一席户,4686027702404170,0
别扯淡，金融问题有种金融工具可以调整就没听说拉电的。与负荷也没关系，夏天都过来了你九月十月不行么？真实原因就是煤价问题造成火力大家都不想发电亏大了。但是中国一大半都是火力大家都不肯发电造成短缺问题。应该国家强制要求煤发电厂运作。后事补贴就行,4686024901136824,2
不清楚就甭瞎说,4686023591724501,0
袋鼠因素不是大因素？,4686023466422961,0
是精准限电吗？只限了对外出口？。说的国内不需要硬纸板一样。硬纸板涨价运输成本涨价。运输成本涨价。商品涨价。。难道限电对国内就没影响了吗？不明白,4686019075245252,0
你这个长相不错，但是以后就别露脸了,4686016907051824,1
我原以为战争是不会发生我的身上的然而当下的时代，我们又不得不处于一场没有硝烟的战争中，没有人可以置身事外历史的车轮滚滚而来，不以人的意志为转移,4686016416061026,0
希望国家尽快展开打虎行动，把反抗的电老虎拿下,4686013631302933,0
快把虚拟币关了呗,4686011986872956,0
那些说限电没事的就限他的电这样大家都得到了满足不用叉着腰在高地评论,4686011932088662,1
感恩以后出行骑自行车绿色环保,4686010871452244,0
各位还是努力赚钱吧，看看那么多红代富代早就移民出去了，谁还待在中国。,4686010636833441,1
限就限吧为啥不能提前告知？？？,4686009876877579,0
虽然限电造成了一些影响，但是我觉得我们应当意识到美国的种族歧视问题还没有解决，美国的收入分配不平衡问题依然严重，枪支管制问题依然失控。,4686009188747672,0
该视频把限电原因说得很清楚希望能继续优化好计划毕竟互联网已发展多年相对某些事而言连移动互联网的基础应用都已发展到自用自研的地步了额按视频说法这回那些大们转发的限电导致基础设施受影响的新闻如红绿灯电梯废气排气扇采暖等设施瘫痪可能是地方上的执行或计划预算信息反馈有问题,4686008912187309,0
总有人觉得自己比国家智囊团还还聪明,4686007934912537,0
我也纳闷，限电靠限民用电能省多少，可笑,4686006127428909,0
为什么限东北的电？,4686005661075042,0
看到一个相对理性的说法，应对美国印钞，大国不出口，美元买不来东西，只能靠美国内消化。换句话说，让他们白印，不然我们能耗过大还对本国内产生通货膨胀，一旦疫情向好，国内产生过剩，将会造成整个产业链损耗，从长远来看国家必须出手控制,4686005346502305,0
禁止所有人用手机,4686004953026666,0
东北太难了,4686004475137952,0
你懂不懂啊，现在减产是大趋势。国家要实现排放回到2005年的量。电量当然要减少了配额就这么多你能怎么办。其他国家都聪明的很，都中国卖自己不生产。中国辛辛苦苦挣点美刀，全他妈的贬值了。还挣个屁外汇。要管控严重管控,4686002554145553,0
理由很强大，也很有道理，但东北限制民电这个冒出来之后，一切的解释都变成四个字胡说八道！,4685995251604591,0
东北限电我觉得就是煤价太高了，发电赔钱，还不像南方可以有水电或是风电其他发电项目，东北全靠煤发电。,4685993984659109,0
限制工业电，淘汰低端产能限制民用电，淘汰低人口。,4685989865850268,0
没有任何证据看到超预期了，都是自说自话,4685987748251289,0
能源不足都能解释成对美的战略我真服了，关键是这种解释都有人信,4685987345076471,0
再印下去美联储都快成他妈天地银行了，仗着自己是世界货币为所欲为,4685986514603341,0
上光伏和储能就解决问题了,4685986288632862,0
默默的问一句为什么不增加出口税呢？这样不就价格更高，是怕国外通过印钞解决么？所以直接限电么？,4685985155124037,0
三个超预期简单来说就是出口国割开大动脉放血换美联储印的贬值美刀拆了石油输出国组织，解除美元石油绑定，切断鹰酱吸血的吸管,4685984548261780,0
限不必要的电，浪费的电是可以的，但是生活必须的就不要限了吧，天气不冷的话也别开暖气了，不要浪费,4685982303521577,0
都这么缺电了还敲键盘吗手机不需要电吗,4685981120992655,0
东北根本就穷的没什么企业了，不限民用电没什么可限制了,4685980428668010,0
动不动就大局大局大局，板子没打你自己身上你就不会痛，就知道站着上帝视角说那些风凉话，就您们最伟大了最无私了，要不先把您们家里的电给限制了吧，放过东北,4685979854309628,0
增加内销，减制外耗,4685979821280111,0
哈哈哈哈哈哈哈哈哈笑死我了,4685979790872092,0
来说说吧，这次限电出乎意料，一些城市会出现突然断电的情况，但是就哈尔滨市来说这次还觉得政府有点作为，昨天开始限制了商用电，商场下午就早早关门，民用电还正常使用。哎，就是苦了其他被断电的居民，之前还看到有孕妇无奈爬楼，这种政府官员这次不应该出来走几步吗？让中国人民也看看是谁批示的？,4685978259688086,1
评论好多弱智，说不通。发电主要靠煤，而煤也主要靠进口。疫情原因把主要生产转到中国，物美价廉，能源消耗巨大。就等于全世界的疫情带来的后果由中国来承担。南方冬天没有暖气，你东北冬天取暖用不用煤？,4685978142507047,0
眼睛不赖,4685977635785750,0
怎么那么多狗罕见，不懂得感恩党和国家？,4685975500885762,0
个别地方全力优化能耗指标不惜关停生产甚至影响居民生活用电的一刀切做法，究竟为了啥？说白了，跟开学前狂补作业一个道理。平时不作为，临近考核搞层层加码玩命突击平时高喊绿色发展口号，实际工作中却一再追逐短期效益，这暴露出一些地方对新发展理念的认识偏差,4685975047899604,0
大哥的眼睛怎么了,4685973864580630,0
我们先停止为外国生产那些生活用品，让那些商品供不应求。到时候他们没有物资了，自然会求着我们。我们就可以做地涨价。比如原来卫生纸是1块钱，我们可以要10块钱。你不买？那就学印度人用手吧！本质上还是要抬高商品出口价格，抵消美元贬值带来的影响。,4685973525629689,0
挺好，再讲讲碳达峰就更完整了,4685971117049709,0
长的像宝马1000摩托车,4685970790417899,0
储能电池了解一下！,4685970340842534,0
个人感觉更像是应对经济危机，提前做准备。不管怎样还是国家利益为大，毕竟咱老百姓懂得少呀。,4685969377200235,0
没有任何的理论基础，对停电做阴谋论的解释,4685969368551176,0
是叫你们南下买房子吧。救市。。,4685969229611725,0
要破这个局还得靠每一个做出口生意的中国人，为啥要低价卖资源给美帝，人家只需要用印的废纸就换中国的劳动产品，这不是替美帝消化通胀吗？不要再把外面的通胀引到国内了！最后买单的都是老百姓！美帝疯狂印钱，这种时候不是应该把手里的美债赶紧进口买资源的时候吗？还大量出口引美元进来干啥？,4685968949641308,0
自己认为自己看懂了说的振振有词，我就想知道限制东北民用电最后东北能有什么优势和好处？还进出口这那的和东北有多大的关系？东北有点靠后，限电第一？,4685968763781317,0
限制的工业用电，有的地方其心可诛！！！为啥限制工业用电，就是为了不让美国弄一堆纸来换我们的产品，一群国贼！！！,4685968357720108,0
感觉好久没有听过电了,4685968148005754,0
第三季度晴雨表考核！为啥不提？各省指标都用超了吧！,4685968118647039,0
有人在做局,4685967653080394,0
禁止加班会不会省点,4685967649145984,0
这道理儿都知道，就问你东北限民用电，是不是政府管理失误？是不是该承认错误？,4685967481637107,1
没脑子的人真多，现在能源危机，好天气不拉电闸，等到零下几度给你拉电闸吗？想好好过冬就得现在拉,4685966969145646,0
解释的很可以不过我可以自己造发电机器从不给社会添麻烦自来电就可以,4685966688650106,0
挺好的这个政策先给点个赞,4685966529267614,0
东北停民用，广东停产业的，互相理解吧，我们做产业的欲哭无泪,4685966424149672,0
东北的都炸了。好多地方都限电，怎么东北的炸的最厉害,4685966238810597,0
又一个大旗党，真就得警惕拜登打限电牌呗？东北蒙东是三省一区，四个省级行政单位是一个领导人？另外本次限电最严重的吉林省用电量全国倒数，上半年能耗双控是双绿。为啥也在限电之列？一句东北政府有问题就打发了呗？,4685966138934923,0
出口多能耗多，东北有什么出口企业？凭什么让东北买媒涨价的单？,4685965954126352,0
印度看到可能偷偷嘲笑我们,4685965749127242,0
且以颂扬为主,4685965711639081,1
铁拳没有到自己头上时，都是理中客。,4685965124175699,0
人云亦云文案都不带改的这些大就这个水平了嘛,4685965086687919,0
东北没超标，为啥连累东北，欺负人呗，东北人不配活着呗,4685964876974960,0
评论区有个狗你养了的吧。删一下,4685964838962237,0
很多人不知道是，这次限电限制的不是市中心，都是一些城市的周边地方，就拿我在的区来说，我们区是新开发的，在市内眼里不是什么好地方，但是我家地段是这个区最好的，我家没有停，而再往里面的远点的地方突然就停了。,4685964763464911,0
东北电东北用，我不是东北人，我支持这个想法，为啥东北电不能先保证东北够的情况再给外界送,4685964569478158,0
感恩,4685964356883370,1
河北为啥不限,4685963769155693,0
为啥就东北限电呢,4685963710956486,0
东北产煤，俄罗斯的煤虽然质量不好还贵，也不至于没有电！爷爷叔伯舅舅，爸爸妈妈，弟弟，三代人在电厂，这种大规模直接断电几乎很少有！882年之后就再也没有长时间断电的情况，除非检修,4685963232543770,0
明晃晃的不患寡而患不均,4685963110649130,0
胡说八道，你好自为之,4685962469183091,0
南方限电会热死,4685962334704384,0
严查东北从上到下。,4685962104016696,0
只要不限民用电其实都好很多,4685961475130571,0
湾湾又有新闻稿了，哈哈哈,4685960572831240,0
没有人说你长得有点吓人吗,4685960283164074,0
大哥你要去看下眼,4685953627849056,0
经济全球化背景下，你想独善其身？,4685953585121212,0
我有点不明白，美国随便印钱，来买我们实实在在的东西，那个钱说白了就是纸而已啊。感觉亏了呢。,4685953559956217,0
还甩锅东北政府呢我真不知道说啥好了，哪个地方政府能号召整个东北三省一区？张作霖再世？还是说我们东北在我们不知道的时候成立了东北联合政府？有点常识的人都说不出来这种话吧！,4685949320037261,0
共渡难关什么的谁都懂，但是真的影响到自己的生活就不可能没有怨气，每天都不定时停水停电，就说前天，家里从早上八点停电停水到晚上九点多，整天整天的没水没电没，别说什么不影响玩手机，没电没怎么玩？没水怎么吃喝上厕所？每天都去饭店吗？这让那些节俭了一辈子的老人怎么活？,4685948501886352,1
三个超预期，要命啊,4685947466417195,0
怎么可能不管短期的处理方式是否到位？政府究竟是为谁在服务？这话说的，为了短期就不管民生了？,4685946634634252,0
可想过小到家庭冰箱储存，大冷库里的水果蔬菜都坏掉，这损失算谁的？？？,4685944874075814,0
看来东北人口还是多啊。再多走一些，省点电吧。,4685944130896824,0
炸4个水坝没说,4685943804264866,0
有些人不是东北的，所以站着说话不腰疼。等哪天到自己头上估计骂的比谁都凶,4685943263202854,0
什么时候热搜,4685943070788180,0
瞎几把分析，国家的发展不是让人民生活更加方便？,4685941257800445,0
这种靠美元超发带来的出口，其实就是吸收通胀，不算赚到财富,4685941182824789,0
还出口超预期，麻烦你发表观点拿出数据来。另外加出口税是比限电更有效的手段。合着只限制出口企业了？多看看研究院的研报，不要为了流量瞎说,4685941107589662,0
东北限电就是当地政府懒政不作为，别的省早有措施政策应对。我们企业两三年前就开始错峰用电，今年开始甚至调整了平时周末上班，产能也做了调整，居民用电也有估计错峰用电的政策。我做环保的，这种要求不是刚开始，只是一直给时间过度，适应，现在临到头上完不成任务开始一刀切,4685940935098892,1
大小眼太夸张了,4685940511736351,0
全国一盘棋！,4685940355762690,0
基本民生都无法保证了还谈个毛的其它东西,4685940305956499,0
我只有这个请求，能不能有序按区停电？让我们有个准备，能不在电梯里，能喝口热水，吃口热饭，手机能剩点电量？,4685938561648770,0
明明就是煤炭不够往年火电煤炭都是多挖的现在反腐不给搞了核定煤炭量不够煤价暴涨诶电网一拍手我不玩了,4685938348000574,0
电动汽车肿么办,4685937278191370,0
说到底就是煤没了，，，,4685936867149393,0
国家利益，企业利益，个人利益，这个时候他们会怎么原选择？,4685936350465643,0
我问个问题没恶意，不责怪谁，如果东北暖气不烧那么热，会不会省一些煤？我看每次说东北都是在家穿短袖，如果温度控制在穿毛衣差不多的程度呢？,4685935541749324,0
民用电为何停？而且是在用电高峰时段,4685934715208578,0
限制工业用电初衷是好的实际执行也还可以，只是个别地区的个别利益集团因为限电而利益受损，所以枉顾群众利益，搞连带，搞扩大化，消极抵抗，这种行为应当严查严惩,4685934442055440,0
今年的出台比特币禁止的政策有点晚，估计在某些地方消耗了大量的电力资源！,4685933356515635,0
好几各省市都限电，咋就东北这么乱呢？只要上热搜，东北没好事。疫情哪次都跑不了，限电还出乱子，我看当地政府就是故意的吧,4685932366136417,0
一本正经说胡话，真正的原因会给你知道？,4685931745117431,0
终于知道为什么东北留不住人了，我是哈尔滨人在东北真就感觉防疫不积极，全国性缺电只限东北还共同富裕？摆个摊都要先交1年的摊位费还精彩以美化城市为由不能出，经济太落后，我全家都已经南下了我明年去苏州了，东北真的伤不起啊,4685928590739177,0
东北停民电的现象背后是地方对中央环保政策的抵触表现。,4685922174763508,0
看懂了,4685920572015080,0
重工业基地,4685918596236037,0
预期你吗个头，民用电也停，还预期。无良自媒体,4685918428463445,0
文案都一样，同样的视频,4685917908632061,1
然后还想法设法救恒大？,4685915961688763,0
自己内需拉不动，外需不稳定，产能过剩呗！不去解决根本问题日后有的受。,4685900451151889,0
何新怎么说的？,4685873495670849,0
求求你们，不要折腾了，给我们口饭吃好不好啊啊啊,4685858944582961,0
今年跟去年比的话不准确，去年国内外疫情比今年要严重的多，出口严重受阻,4685852959834434,0
低端制造业都在东北吗？出口哪里多？,4685851018133944,0
懂了！,4685850980123115,0
其实现在这样犯罪也很容易且成本比较低的，因为道路两边所有的监控等于失效。据说要持续很久，再看政策吧唉。,4685416718402942,2641
我也感觉是在跟上面对着干上面的要求是停工业用电全国都得停的,4685717998930513,99
小区里连监控和路灯都拉闸，就好像不过了一样。。。,4685732607950920,56
我寻思国家再怎么出政策也不会这么限电吧，这不会是当地官员接到限电政策想都不想直接一拍脑袋把电全给断了吧，多地都在限电也没见这么离谱的啊,4685707946231883,512
你说红绿灯都停了全区的监控也就都停了，你说真碰着点不要命的咋整有没有保障,4685703943816348,428
都停了，不止红绿灯，还有基站,4685584214525347,389
限电的根本是限制产能，中国这波美国伤害极大，但是不知道东北为什么要限民用电，跟当地有关吧。,4685705911994823,220
过分了，交通和医院怎么能停电,4685711027997772,113
刚才和我在东北老家的朋友聊天，我们那也是红绿灯停了一段时间，救命啊，这让不让人活了，听着就窒息，求求国家了，快点出手好吧？东三省的百姓也是人呐。,4685704313702430,126
我真的感觉好他妈离谱，还有停电梯的，让住高层的怎么办，十几二十楼爬上去，到了家热死别说空调了，连个风扇都没，冰箱也不敢开，东西全化了,4685710877265234,89
地方根本没有那么大权利，牺牲东北一直是中央的政策，要不然他们有资源有石油还有粮食，还有军工，完全可以自给自足,4685729442042131,45
我们这面的红绿灯也没有了，啥都看不见可黑了,4685642427009464,51
这波是杀敌1000自损800,4685705072869616,47
本人南方的，觉得不应该限电的，只是大冬天的在屋里穿着短袖吃着冰棍有些浪费，可以把温度控制在室内穿毛衣的程度来控制电呀，限电就太过分了，没电的日子多难过,4685729265620239,34
我家也没有红绿灯了,4685660255945625,27
昨天吉林市有区域停电没有红绿灯那一路很堵车因为有两车相撞了这样真的很容易导致交通事故啊还有人被困在电梯里怎么办总是突然无征兆停真的不利于民生啊,4685729446495691,23
我更偏向供电系统出了问题，不知道是不是因为环保政策减煤造成的,4685712865104071,20
经济界一直有个认识同样水平的价格上涨煤炭价格上涨对中国经济的负面影响要大於石油价格上涨25至3倍,4685705013366375,25
听说有的地方基站停了手机信号都没有,4685707278550848,20
基本上只有一种可能，是真的不够用了，不限电冬天要冻死人了,4685727566664475,15
怎么没个交警指挥一下嘞,4685671758038728,15
一刀切政策吧,4685721309020697,8
太恐怖了咋想的啊停了红绿灯,4685717303992073,6
那个不讲理的宝贵，停电是美国炒高煤价害的呀，又不关华北山东的事。要是现在1600一吨的煤价变回去年的600一吨电厂还会烧不起煤发不起电吗？有核电站够用吗？够用又何须停电？还自给自足？电厂都会破产倒闭，因为现在发一度电成本是以前三倍，给居民发一度电就亏三度电的钱你贴钱出来买煤吗？,4685747859494130,5
我觉得更离谱的是，连医院的电都停了，呼吸机都停了,4685732461153884,9
真的为东北老铁担忧，希望后面恢复正常,4685715592446231,8
球球爱喝柚子茶基站还能停这时候犯罪,4685710202505366,5
拉闸限电就很离谱，听着都生气,4685702845432920,6
红绿灯也没了，这也太离谱了吧,4685736106531352,4
红绿灯很多是接的民用电,4685710323351622,3
就是没有红绿灯呀我家在延边州的小地大十字马路整了个大发电机带个红绿灯,4685710839513935,2
大无语事件,4685749851784778,1
？？？卧槽红绿灯都没这他妈是谁想到的政策啊,4685743505802961,2
不离谱的确如此,4685737398374584,1
我辽宁的，红绿灯最近上下班高峰不亮我说最近上下班走哪儿哪儿没红绿灯十字路口一锅粥，幸好上班骑了电动车最后从机动车道上俩私家车中间钻过去的我每天都叨咕一遍怎么又不亮了原来是因为这个啊,4685733619827296,2
同事那天在沈北回家，路边都是黑的，堵车堵了快两个小时,4685729626587754,1
我们东北五线小县城，晚上路灯已经不亮了,4685724710076788,1
简直大聪明,4685722840204039,3
哈哈哈哈，大聪明领导,4685715894700299,3
我们村维修电路停一个白天我就受不了冰箱冻肉都馊了,4685714626711002,2
真聪明啊,4685713934647746,1
好像别的地区都是停工业区，是不是东北这些年停滞发展后没啥工业区了，停工业区不顶用了,4686753657259779,0
小饱饱有毒,4685833531296822,0
看过一条新闻,4685823850580458,0
叫个交警来指挥一下吧,4685729022874154,0
卧龙凤雏想的,4685728137349959,1
这领导有问题啊,4685726559506514,2
孕妇也得爬二十多楼交通信号灯也没有,4685727294293056,6
这种事怎么可能是某一个领导就能拍板的？希望早日解决吧,4685718893366830,2
祸害我们东北人吧，等着我们东北人全走光了，我看你们南方人吃啥喝啥，给你们粮食，物资，现在连电也给你们，我们都没的用，结果呢，你们还骂我们，,4685736383349849,7
我在想，地铁该怎么办？,4685712534277591,1
回复去了错误年代11月底到3月下旬算很短？？？,4734885611178371,0
回复子非鱼你能穿几个月棉袄。,4690030545604244,0
回复太阳那么大的花集中供暖如果觉得热居民就自己家调节阀门呗，而且不同房子保暖效果也不同，热了能调节，冷了半年的冬天你怎么过。,4690030424229706,0
回复野野野没电是不是监控用不了？,4686812289438404,0
回复桃子源我前前后后看下来觉得你好杠阿。。。,4686381454196888,0
回复黑曼终于找到相同想法的评论了，多少感觉有点赌气的成分,4686104152248393,0
回复野野野现在不停了，换其他城市了,4686094530252377,0
回复子非鱼感觉这个问题和南北方无关呢,4686071171912576,0
回复玻色子剧本看你这回复那么霸气，有种错觉会以为你是一条评论权力大到能像美国立马开起印钞机印钱般简单呢，还是你立马打几个字就能生成了一座煤矿送给了东北人民？好像你轻飘飘打这几个字就能产生供东北人民用电无忧的电量一样，真是站着说话不腰疼，因为你不用煤取暖的不知道煤价上升影响多巨大，不知道他们多难,4686059836019652,0
回复小月半确实停了，但是都有发电机，供电是没问题的,4685984862835738,1
回复野野野前天晚上有区域停了,4685983137663680,0
回复子非鱼大多数冬天供暖是暖气，一般用煤烧的，和电无关,4685969346792383,0
回复日日用功有常那你一辈子别用电呗，否则你的意思就是电出现之前地球是疯人院？,4685965031638925,0
回复陈老师今天不上课跳脚的样子真可笑,4685964717591576,0
回复带带尹哈哈东北这面领导智商不高的。下决定总拍脑袋都拍傻了。,4685963324293761,0
回复江小晴对吧我们南方的冬天也不好过的是阴冷阴冷的湿冷湿冷的,4685962611524374,0
回复子非鱼姐妹，你那说的是有钱人的生活，二八定律肯定穷人多，东北经济不发达有目共睹，很多都是老小区，室内温度十几度，穿着羽绒服打着小太阳还是瑟瑟发抖呀所以后来我选择去南方上大学，结果发现是魔法伤害，也怪冷的,4685949617309144,4
回复愿望统统实现吧新闻不是说了吗，全国都在节约用电，只是你们自己当地政府部门管理不当。,4685871724626046,0
回复带带尹哈哈说明东北的民用电高过工业用电。他们取暖真的好费煤电，不像南方都是用水电核电。,4685871300739769,1
回复玻色子剧本钱不是问题那你倒是出啊。就是煤的成本问题嘛，以前600一吨现在1600一吨，你这么聪明解决这个差价就行了。因为民用电价格国家定了是不变的，你用你的聪明继续买来600一吨的煤给东北就解决了。不然如何发电？成本突然高了三倍发一度电电厂还亏本两度电的钱。靠键盘打出聪明的字，煤和钱就会从天而降吗？,4685846982689783,1
回复小爱睡觉好恐怖,4685835318856173,0
回复喻文波的小老婆啥意思，东北不是亲生的？,4685833954920220,0
回复野野野我们河南大雨那会市区都淹了没电就这还有人去人家里偷东西后来没水以后晚上有警察在巡逻你注意安全晚上最好不要单独出去了啥人都有,4685833170585402,1
回复皇太挤请问具体什么政策倾向东北呢？,4685826372666036,0
回复黑曼博弈,4685822354263807,0
回复我老师就是东北的他说之前冬天在家里都是穿短袖,4685818772327609,0
回复蔓延1020东北这个月份还没开始取暖,4685959901745490,0
回复野野野昨天家里停了一个小时,4685957468783084,0
回复昨晚也是吗我们这里昨晚就没停了,4685957158930640,0
回复坐标什么位置啊这几天还这样吗,4685957041229246,0
回复砖加叫兽201801这两天还这样吗,4685956987489808,0
回复卡兔兔兔兔哎太吓人了你出门一定要小心一点,4685956916185587,0
回复仙酷姐姐超爱养乐多我发了微博后我们这里红绿灯没在了吉林市还在停吗,4685956517463521,0
回复攸兰花儿香现在还在停电嘛,4685955376875861,0
回复喻文波的小老婆2那种感觉，网页刷不出来，聊天只能文字，语音发不出去,4685953505429225,0
回复我说我第二没人敢认第一我们这刚开始有网，2个小时吧，就没有了,4685953380126697,0
回复看见你的言论震惊了我，你得多小才能没经历之前没电没网络的生活,4685937017881779,0
我想知道东北电网领导家拉不拉闸,4685931888772645,0
回复我以为时间是最好的偏方想正常，做梦，人家要停到过年三月份呢，一下子回到解放前了,4685929019605682,0
回复蔓延1020当地政府部门官员是我们民众自己选出来的？凭什么让老百姓买单？这样的官员谁推选出来的，谁负责，怎么了？,4685926062359448,0
回复沫子雨初南方也有这种情况,4685803118660208,0
回复阿喵喵与阿汪汪关键东北三个省也不是共用一个领导啊三个省都一起断民用电我也不想想的那么阴暗的但是真的感觉像是东北被抛弃了一样,4685802082402823,0
回复皇太挤南方发展的资源哪来的？你知道国家从东北拿走多少资源么？还有粮食控价。东北有粮食有石油有煤炭有教育还有医疗，甚至连军工军火都有。然后南方发展起来了，就开始问东北为什么不发展起来。那就别控价，都正常价格买，东北早就发了,4685797335499073,12
我们这里是连着两天没有了,4685418316433728,29
这是疯了吧？,4685567075550100,78
坐标通化前天十字路口红绿灯没了全靠交警疏导,4685669730879032,38
延边州这也没有牛了个大逼了，我乡下和郊区的亲戚都是整天整天停着的，市区还好点，隔一天一停。,4685707416700581,10
这政府操作肯定是有问题的，哪有红绿灯都停的,4685712890791883,8
妈的，给我气笑了,4685573857739359,4
红绿灯能耗多少电啊？节约也不是这种节约方法啊！,4685719291560668,3
我们这也是街道一下就堵死了,4685718523221376,0
白山市还没开始限电不知道过几天会怎么样,4685708003904011,0
亲是哪里的呀，我沈阳的，这边还没停，有发通知吗，我怕我家也停电。。。我什么都没存。。,4685660625308538,3
大晚上的路灯楼灯全停，马路上乌漆嘛黑的居然连红绿灯都停，十字路口中间放个临时的交通指示灯，眼神不好的压根看不见,4685712307259513,2
我说的呢我们这弄了一个那种临时的红绿灯放了好久,4685703563446590,1
真的假的？,4686377600419359,0
说来也是搞笑，红绿灯都停，东三省的官员得好好查查了，什么玩意，国家政策不是这样响应的。,4685844671366897,0
不爱吃坚果我无语了,4685729069012256,0
同，上晚课的时候停电了，给我们老师都整蒙了，慷慨激昂的讲课，啪嗒没电了,4685720272504118,0
同，小区门口贴个不定期停电请大家配合，困电梯请找物业就离谱,4685715621281817,0
嚯绝绝子,4685712848589182,0
我们辽宁也是呀没有红绿灯,4685709841269286,0
国家要求限制工业企业用电，一到吉林省猪头狗脑的领导就开始限制民用用电。,4685719656470356,5
那岂不是可以在大马路上倒着开,4685699372289641,2
黑龙江鸡西表示也没有红绿灯,4685714024040359,0
回复车上坐着小猫猫不知道那个大聪明想的,4685992500137965,0
回复野野野家里都准备点充电型的应急灯吧鬼知道之后啥样,4685968819619231,0
回复车上坐着小猫猫感觉有点像是故意那种真的,4685967661206148,4
回复把那个叫冲动的魔鬼杀掉前天晚上我路过江南小镇那块就挺搞笑的旁边没人的公园亮着灯道上的路灯停了,4685967077671036,0
回复长春市区周边都限电了，主城区还没看到限电公告,4685756615887912,0
回复你出剪刀我出布太惨了东北,4685742125353888,0
回复够你请我们还以为能提前放学呢，结果，学校有发电机,4685720432673738,0
回复1210咱咋这么惨啊，净可着东北薅,4685719882172091,0
回复年少不知贵我沈阳二环的，前两天就被停了三个多小时，停电停水，准备紧急映照灯，还有没事多在家储备点水,4685712307783488,0
回复野妄我沈阳的没停过电,4700909420677584,0
回复小略不熬夜有点像轰炸随机选择,4685955916892568,0
回复龙介君而且规模很大据说持续道三月份唉,4685955837201260,0
